id,Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy
4060,23,16.84,186,439.75,0.0029187859,0
4061,23,16.8233333333,189,443,0.0029158836,0
4062,23,16.745,189,442.75,0.0029022432,0
4063,22.9633333333,16.79,189,440,0.0029035964,0
4064,22.9725,16.79,181.5,444,0.0029052159,0
4065,22.9725,16.865,198,445.5,0.0029182542,0
4066,22.945,16.84,180,444.5,0.0029090373,0
4067,22.9175,16.89,193.5,441.5,0.002912837,0
4068,22.9175,16.865,188.5,442.5,0.0029085054,0
4069,22.9266666667,16.89,202,446.3333333333,0.0029144622,0
4070,22.89,16.9175,187.5,447.25,0.0029127229,0
4071,22.89,16.89,205,445,0.002907966,0
4072,22.89,17,201.5,437,0.002926994,0
4073,22.89,17,193.75,440.25,0.002926994,0
4074,22.89,17,171.75,438.5,0.002926994,0
4075,22.79,17,157,440.25,0.0029092257,0
4076,22.8233333333,17.0666666667,139.3333333333,446,0.0029266236,0
4077,22.79,17.0666666667,164.6666666667,444.3333333333,0.0029206879,0
4078,22.79,17.1,150,443.5,0.0029264193,0
4079,22.76,17.1,149.6666666667,441.6666666667,0.0029210757,0
4080,22.7225,17.075,154,439.5,0.0029101276,0
4081,22.73,17.0333333333,160.6666666667,441,0.0029043203,0
4082,22.7,17.075,143.25,446.5,0.0029061396,0
4083,22.7,17.1,151,441.5,0.0029104144,0
4084,22.7,17.0333333333,153.3333333333,441.6666666667,0.0028990149,0
4085,22.7,17.025,157,439.5,0.00289759,0
4086,22.7,17.05,144.75,442.5,0.0029018647,0
4087,22.7,17.1,115,443.75,0.0029104144,0
4088,22.65,17.1,131,445,0.0029015561,0
4089,22.6,17.1,140,443.25,0.0028927216,0
4090,22.6,17.1,167.6666666667,444,0.0028927216,0
4091,22.6,17.125,168.75,436.5,0.0028969704,0
4092,22.6,17.1333333333,176,437,0.0028983867,0
4093,22.6,17.175,163,445.75,0.0029054682,0
4094,22.6,17.2,170,446,0.0029097172,0
4095,22.6,17.175,163.25,443.75,0.0029054682,0
4096,22.6,17.1,151,442.25,0.0028927216,0
4097,22.6,17.1666666667,140.6666666667,446,0.0029040519,0
4098,22.6,17.15,138.5,446.25,0.0029012193,0
4099,22.6,17.175,142.5,443,0.0029054682,0
4100,22.6,17.1666666667,139,439.3333333333,0.0029040519,0
4101,22.6,17.2225,158.5,441.5,0.0029135413,0
4102,22.55,17.2225,157,440.5,0.0029046667,0
4103,22.6,17.2,148,442.5,0.0029097172,0
4104,22.55,17.245,139,444,0.0029084792,0
4105,22.5,17.245,139,444,0.0028996167,0
4106,22.5,17.34,151.75,443.75,0.0029156651,0
4107,22.5,17.39,142,445,0.0029241119,0
4108,22.5,17.365,126.5,447.5,0.0029198885,0
4109,22.5,17.39,120,444.3333333333,0.0029241119,0
4110,22.4725,17.365,123,443,0.00291499,0
4111,22.445,17.365,121.5,441.5,0.0029100988,0
4112,22.5,17.39,117,437,0.0029241119,0
4113,22.4725,17.39,126,440,0.0029192064,0
4114,22.39,17.3233333333,124,439.6666666667,0.0028933464,0
4115,22.39,17.315,123,437,0.0028919481,0
4116,22.39,17.34,138,436,0.0028961431,0
4117,22.39,17.39,116,442.75,0.0029045331,0
4118,22.39,17.39,122.75,441.5,0.0029045331,0
4119,22.39,17.4175,128.25,442,0.0029091477,0
4120,22.365,17.39,126.5,441,0.0029000995,0
4121,22.3566666667,17.5,119,442.3333333333,0.0029170441,0
4122,22.39,17.525,110,442.25,0.0029271874,0
4123,22.39,17.6,125,442.6666666667,0.0029397738,0
4124,22.365,17.6,116,442,0.0029352861,0
4125,22.29,17.6,119,438,0.0029218592,0
4126,22.29,17.6,116,440.5,0.0029218592,0
4127,22.34,17.6,107,445,0.0029308044,0
4128,22.29,17.6,107,439.5,0.0029218592,0
4129,22.29,17.6,118,440.6666666667,0.0029218592,0
4130,22.29,17.675,100,440.5,0.002934369,0
4131,22.29,17.7,100,440,0.0029385391,0
4132,22.29,17.7,100,442.75,0.0029385391,0
4133,22.29,17.7,100,443,0.0029385391,0
4134,22.2225,17.675,99.5,443.5,0.0029222792,0
4135,22.2,17.7,87,445.5,0.0029224061,0
4136,22.2,17.7,87,444.5,0.0029224061,0
4137,22.2,17.7,105,441.25,0.0029224061,0
4138,22.2,17.7,105,442,0.0029224061,0
4139,22.175,17.745,90.5,440.25,0.0029253919,0
4140,22.15,17.745,97.75,441.25,0.002920919,0
4141,22.175,17.79,93.25,441.5,0.0029328455,0
4142,22.15,17.79,87,438.5,0.0029283611,0
4143,22.1,17.79,87,445.3333333333,0.0029194103,0
4144,22.1333333333,17.79,87,443.6666666667,0.0029253748,0
4145,22.125,17.815,70,438.75,0.0029280109,0
4146,22.1,17.8233333333,89.3333333333,441,0.0029249061,0
4147,22.1,17.865,91.75,438,0.0029317761,0
4148,22.1,17.89,81,437,0.0029358981,0
4149,22.1,17.89,81,446.25,0.0029358981,0
4150,22.1,17.945,76.5,445.25,0.0029449668,0
4151,22.05,17.945,63,443.5,0.0029359616,0
4152,22.0666666667,17.9633333333,82.3333333333,441.6666666667,0.0029419774,0
4153,22.025,17.9175,77.5,445.5,0.0029269546,0
4154,22,17.9725,77.5,446.5,0.0029314872,0
4155,22,18,78.5,445.25,0.0029359939,0
4156,22,18,74,446,0.0029359939,0
4157,21.9633333333,18,74,443,0.0029294029,0
4158,21.9725,18.05,74,440.5,0.0029392297,0
4159,21.9725,18.025,69.75,441,0.0029351395,0
4160,21.89,18.1,57,439.3333333333,0.0029325377,0
4161,21.89,18.1,69.75,437,0.0029325377,0
4162,21.89,18.1,68,438,0.0029325377,0
4163,21.89,18.1,68,446,0.0029325377,0
4164,21.89,18.1,64.4,442,0.0029325377,0
4165,21.8566666667,18.1666666667,62,442,0.0029373774,0
4166,21.865,18.175,68,437.5,0.002940234,0
4167,21.865,18.2,68,441,0.0029442975,0
4168,21.8233333333,18.23,50,441.3333333333,0.0029416434,0
4169,21.84,18.245,57.25,440.5,0.0029470879,0
4170,21.79,18.2,64.5,442.5,0.0029307775,0
4171,21.79,18.2,64.5,436.5,0.0029307775,0
4172,21.79,18.29,52,442,0.002945339,0
4173,21.745,18.29,54.5,440,0.0029372129,0
4174,21.745,18.315,62,438.5,0.0029412466,0
4175,21.745,18.34,62,442,0.0029452804,0
4176,21.7,18.39,44,442,0.0029451971,0
4177,21.7,18.39,51,441.5,0.0029451971,0
4178,21.7,18.39,62.6666666667,442,0.0029451971,0
4179,21.7,18.39,58,441.75,0.0029451971,0
4180,21.6666666667,18.4266666667,44,440.6666666667,0.00294506,0
4181,21.7,18.4725,44,442.5,0.0029584725,0
4182,21.65,18.445,44,443,0.0029449864,0
4183,21.6,18.5,51,442.5,0.002944746,0
4184,21.6,18.5,53.75,446.5,0.002944746,0
4185,21.6,18.5,45.3333333333,442,0.002944746,0
4186,21.6,18.525,47.75,442.5,0.0029487442,0
4187,21.6,18.575,55,440.5,0.0029567409,0
4188,21.5666666667,18.6,55,440,0.0029546776,0
4189,21.55,18.65,50.5,439.25,0.0029596231,0
4190,21.5,18.6,37,442,0.0029425869,0
4191,21.5,18.7,37,442,0.0029584825,0
4192,21.5,18.7,37,438.75,0.0029584825,0
4193,21.5,18.7,37,439,0.0029584825,0
4194,21.5,18.7675,37,440.75,0.0029692125,0
4195,21.5,18.79,37,440,0.0029727892,0
4196,21.5,18.79,37,439.5,0.0029727892,0
4197,21.445,18.815,37,440,0.0029667054,0
4198,21.39,18.79,37,439,0.00295273,0
4199,21.39,18.815,43.75,439,0.0029566772,0
4200,21.39,18.89,33.5,436.75,0.0029685193,0
4201,21.39,18.89,38.3333333333,440.3333333333,0.0029685193,0
4202,21.365,18.89,33.5,440.75,0.0029639527,0
4203,21.365,18.89,33.5,443.25,0.0029639527,0
4204,21.29,18.89,48,444,0.0029502897,0
4205,21.29,18.945,33.5,435.75,0.0029589206,0
4206,21.29,19,40.75,436.5,0.0029675517,0
4207,21.3233333333,19.0333333333,48,440.3333333333,0.0029788949,0
4208,21.29,19.1,48,439,0.0029832453,0
4209,21.29,19.1,48,438,0.0029832453,0
4210,21.29,19.1,42.3333333333,437.6666666667,0.0029832453,0
4211,21.272,19.16,39.5,439.75,0.0029893438,0
4212,21.26,19.1666666667,40.75,437.75,0.0029881779,0
4213,21.2225,19.2,32.25,439.75,0.0029864875,0
4214,21.2,19.2,36.5,437.5,0.0029823469,0
4215,21.2,19.2,31,435.6666666667,0.0029823469,0
4216,21.2,19.2675,37,435.75,0.0029928822,0
4217,21.2,19.29,19,443,0.002996394,0
4218,21.2,19.29,31,440.25,0.002996394,0
4219,21.15,19.34,31,439.5,0.0029949473,0
4220,21.2,19.39,22,433.5,0.0030120026,0
4221,21.1,19.39,19.75,433.5,0.0029934777,0
4222,21.1,19.445,26.5,439.5,0.0030020097,0
4223,21.125,19.5,19,439,0.0030151902,0
4224,21.1,19.5,24,435,0.0030105419,0
4225,21.1,19.55,24,437,0.0030182987,0
4226,21.075,19.575,24,436,0.0030175172,0
4227,21.0333333333,19.5,24,438,0.0029981773,0
4228,21.075,19.575,24,441.25,0.0030175172,0
4229,21.0333333333,19.6,24,440.3333333333,0.0030136271,0
4230,21,19.6,24,438,0.0030074296,0
4231,21,19.675,24,436,0.0030189935,0
4232,21,19.66,24,440.25,0.0030166807,0
4233,21,19.79,24,444,0.0030367256,0
4234,21,19.79,12,444,0.0030367256,0
4235,20.945,19.79,6,437.2,0.0030264245,0
4236,20.89,19.79,6,439.5,0.0030161541,0
4237,20.9175,19.84,6,433.5,0.003028956,0
4238,20.89,19.84,6,439.25,0.0030238116,0
4239,20.89,19.865,6,443.75,0.0030276404,0
4240,20.8566666667,19.8233333333,6,446,0.003015039,0
4241,20.89,19.945,11.5,437,0.0030398928,0
4242,20.865,19.945,13.5,435.75,0.0030351978,0
4243,20.89,20,10,438,0.0030483166,0
4244,20.8566666667,20,9.3333333333,441.3333333333,0.0030420406,0
4245,20.8566666667,20,9.3333333333,444.3333333333,0.0030420406,0
4246,20.815,19.9725,7,438.5,0.0030300191,0
4247,20.815,20,7,438.75,0.0030342115,0
4248,20.79,20,7,441.5,0.0030295226,0
4249,20.79,20,10.5,438.75,0.0030295226,0
4250,20.79,20,14,437.3333333333,0.0030295226,0
4251,20.79,20,14,438.75,0.0030295226,0
4252,20.79,20.075,10.5,440,0.0030409388,0
4253,20.79,20.15,14,440.5,0.0030523555,0
4254,20.79,20.15,14,441,0.0030523555,0
4255,20.79,20.2,14,439.3333333333,0.0030599669,0
4256,20.7225,20.245,14,436.75,0.0030540327,0
4257,20.7225,20.29,14,435.75,0.0030608546,0
4258,20.7225,20.245,14,436.75,0.0030540327,0
4259,20.7,20.365,14,437.5,0.0030679481,0
4260,20.7,20.39,14,440.75,0.0030717329,0
4261,20.7,20.39,14,441,0.0030717329,0
4262,20.7,20.5,14,433.75,0.0030883866,0
4263,20.7,20.5,14,438,0.0030883866,0
4264,20.7,20.525,14,442.75,0.0030921716,0
4265,20.6666666667,20.4966666667,14,441,0.0030815147,0
4266,20.7,20.575,14,436.5,0.0030997419,0
4267,20.7,20.6,14,435,0.003103527,0
4268,20.7,20.6,4.6666666667,441,0.003103527,0
4269,20.7,20.6,0,443,0.003103527,0
4270,20.7,20.65,0,439,0.0031110975,0
4271,20.6333333333,20.6333333333,0,438,0.0030957655,0
4272,20.7,20.7,0,436.5,0.0031186682,0
4273,20.6,20.6333333333,0,437.6666666667,0.0030893786,0
4274,20.6,20.7,0,438,0.0030994102,0
4275,20.7,20.7,0,443,0.0031186682,0
4276,20.6,20.7,0,439,0.0030994102,0
4277,20.6,20.7,0,439,0.0030994102,0
4278,20.6,20.7,0,440,0.0030994102,0
4279,20.6,20.745,0,439.5,0.0031061817,0
4280,20.6,20.79,0,431.6666666667,0.0031129533,0
4281,20.6,20.79,0,434.5,0.0031129533,0
4282,20.6,20.89,0,437,0.0031280019,0
4283,20.6,20.89,0,441.5,0.0031280019,0
4284,20.55,20.89,0,431,0.0031183233,0
4285,20.6,20.89,0,437,0.0031280019,0
4286,20.6,20.9633333333,0,433.6666666667,0.0031390381,0
4287,20.6,21.0333333333,0,439.6666666667,0.0031495729,0
4288,20.6,21.05,0,439.5,0.0031520812,0
4289,20.5,21,0,440,0.0031251226,0
4290,20.5,21,0,436,0.0031251226,0
4291,20.6,21,0,435,0.0031445563,0
4292,20.5,21.15,0,440,0.0031475579,0
4293,20.5,21.1,0,438,0.0031400793,0
4294,20.5,21.1,0,435,0.0031400793,0
4295,20.55,21.1,0,435,0.0031498295,0
4296,20.5,21.1,0,434,0.0031400793,0
4297,20.5,21.2,0,436,0.0031550367,0
4298,20.5,21.245,0,439.5,0.0031617677,0
4299,20.5,21.26,0,441.3333333333,0.0031640114,0
4300,20.5,21.245,0,442,0.0031617677,0
4301,20.5,21.29,0,435.5,0.0031684989,0
4302,20.5,21.29,0,436.5,0.0031684989,0
4303,20.5,21.29,0,441.6666666667,0.0031684989,0
4304,20.5,21.29,0,442,0.0031684989,0
4305,20.5,21.39,0,440,0.0031834577,0
4306,20.5,21.39,0,437.25,0.0031834577,0
4307,20.5,21.39,0,437,0.0031834577,0
4308,20.5,21.445,0,435.5,0.0031916853,0
4309,20.5,21.39,0,433.5,0.0031834577,0
4310,20.5,21.39,0,436,0.0031834577,0
4311,20.5,21.39,0,439,0.0031834577,0
4312,20.5,21.495,0,438.5,0.0031991651,0
4313,20.5,21.55,0,435.5,0.0032073931,0
4314,20.4633333333,21.5666666667,0,438.6666666667,0.0032025938,0
4315,20.4725,21.625,0,442.5,0.0032131277,0
4316,20.5,21.6,0,437.5,0.0032148733,0
4317,20.5,21.6,0,435,0.0032148733,0
4318,20.39,21.6,0,434,0.003193005,0
4319,20.39,21.6,0,438,0.003193005,0
4320,20.39,21.6333333333,0,431,0.0031979578,0
4321,20.39,21.7,0,430,0.0032078637,0
4322,20.39,21.76,0,436.6666666667,0.0032167792,0
4323,20.39,21.76,0,439.3333333333,0.0032167792,0
4324,20.5,21.89,0,437,0.0032582621,0
4325,20.39,21.79,0,443.5,0.0032212371,0
4326,20.39,21.89,0,435,0.0032360971,0
4327,20.39,21.89,0,434,0.0032360971,0
4328,20.39,21.89,0,437.6666666667,0.0032360971,0
4329,20.39,22,0,441.5,0.0032524439,0
4330,20.39,22,0,433,0.0032524439,0
4331,20.39,22,0,433.3333333333,0.0032524439,0
4332,20.39,22,0,433,0.0032524439,0
4333,20.39,22,0,432,0.0032524439,0
4334,20.39,22.1,0,439,0.0032673054,0
4335,20.39,22.05,0,441,0.0032598746,0
4336,20.39,22.1,0,442.5,0.0032673054,0
4337,20.39,22.1,0,444.5,0.0032673054,0
4338,20.39,22.1,0,440,0.0032673054,0
4339,20.39,22.2,0,433,0.0032821676,0
4340,20.39,22.2,0,436,0.0032821676,0
4341,20.39,22.2,0,441,0.0032821676,0
4342,20.39,22.245,0,433,0.0032888558,0
4343,20.3566666667,22.29,0,434.3333333333,0.0032887303,0
4344,20.34,22.29,0,434,0.003285328,0
4345,20.34,22.34,0,437,0.0032927365,0
4346,20.29,22.34,0,438.5,0.0032825251,0
4347,20.29,22.29,0,439,0.0032751396,0
4348,20.39,22.39,0,432,0.0033104078,0
4349,20.34,22.445,0,442,0.003308295,0
4350,20.29,22.5,0,439.3333333333,0.0033061596,0
4351,20.29,22.5,0,432,0.0033061596,0
4352,20.29,22.6,0,434,0.0033209321,0
4353,20.29,22.6,0,434,0.0033209321,0
4354,20.29,22.65,0,435,0.0033283186,0
4355,20.29,22.7,0,437,0.0033357053,0
4356,20.29,22.7,0,437,0.0033357053,0
4357,20.29,22.7,0,437,0.0033357053,0
4358,20.29,22.7,0,436,0.0033357053,0
4359,20.29,22.745,0,438,0.0033423535,0
4360,20.29,22.79,0,428,0.0033490018,0
4361,20.29,22.79,0,433,0.0033490018,0
4362,20.29,22.79,0,435,0.0033490018,0
4363,20.29,22.89,0,439.5,0.0033637763,0
4364,20.29,22.89,0,438.5,0.0033637763,0
4365,20.29,22.89,0,440,0.0033637763,0
4366,20.29,23,0,438,0.0033800291,0
4367,20.2,22.89,0,437,0.0033450103,0
4368,20.29,23,0,435.5,0.0033800291,0
4369,20.245,22.9725,0,436,0.003366537,0
4370,20.26,22.9966666667,0,435.25,0.0033732414,0
4371,20.2,23,0,432,0.003361172,0
4372,20.245,23.05,0,436,0.003377956,0
4373,20.245,23.05,0,441,0.003377956,0
4374,20.2,23,0,437,0.003361172,0
4375,20.2,23.1,0,438,0.0033758651,0
4376,20.2,23.1,0,436,0.0033758651,0
4377,20.2,23.23,0,438,0.0033949671,0
4378,20.2,23.2,0,435,0.0033905589,0
4379,20.2,23.29,0,441,0.0034037839,0
4380,20.2,23.29,0,436,0.0034037839,0
4381,20.1,23.29,0,434.5,0.0033826746,0
4382,20.15,23.29,0,438,0.0033932148,0
4383,20.15,23.29,0,439,0.0033932148,0
4384,20.2,23.3566666667,0,440,0.0034135805,0
4385,20.15,23.29,0,441.5,0.0033932148,0
4386,20.15,23.34,0,439.5,0.0034005393,0
4387,20.2,23.39,0,439,0.003418479,0
4388,20.1,23.34,0,436.5,0.0033899763,0
4389,20.2,23.34,0,433,0.0034111313,0
4390,20.1,23.39,0,439,0.0033972781,0
4391,20.2,23.4633333333,0,439.3333333333,0.0034292558,0
4392,20.2,23.445,0,435,0.0034265616,0
4393,20.15,23.55,0,438.5,0.0034313042,0
4394,20.15,23.5,0,441,0.003423979,0
4395,20.15,23.6,0,441,0.0034386296,0
4396,20.15,23.65,0,442,0.0034459552,0
4397,20.15,23.65,0,440,0.0034459552,0
4398,20.15,23.6,0,440,0.0034386296,0
4399,20.2,23.745,0,444,0.0034706522,0
4400,20.2,23.7,0,443,0.0034640382,0
4401,20.15,23.7,0,441.5,0.003453281,0
4402,20.2,23.7,0,440.5,0.0034640382,0
4403,20.15,23.895,0,440,0.0034818531,0
4404,20.15,24,0,442,0.0034972392,0
4405,20.1,24.05,0,434.5,0.0034936782,0
4406,20.1333333333,24.0333333333,0,437.6666666667,0.0034984937,0
4407,20.1,24.0666666667,0,441.6666666667,0.0034961129,0
4408,20.1,24,0,436,0.0034863741,0
4409,20.1,24.15,0,440,0.0035082869,0
4410,20.1,24.1,0,445,0.0035009824,0
4411,20.1,24.1,0,441,0.0035009824,0
4412,20.1,24.2,0,443,0.0035155914,0
4413,20.1,24.1,0,438.5,0.0035009824,0
4414,20.2,24.1,0,439,0.0035228341,0
4415,20.1,24,0,444,0.0034863741,0
4416,20.1,24.05,0,438.5,0.0034936782,0
4417,20.1,24.2,0,439,0.0035155914,0
4418,20.1,24.15,0,437,0.0035082869,0
4419,20.1,24.2,0,435.3333333333,0.0035155914,0
4420,20.1,24.2,0,440,0.0035155914,0
4421,20.1,24.2,0,435,0.0035155914,0
4422,20.05,24.2,0,440,0.0035046648,0
4423,20.1,24.245,0,439.5,0.0035221657,0
4424,20.1,24.245,0,445,0.0035221657,0
4425,20.05,24.245,0,442,0.0035112186,0
4426,20.0666666667,24.29,0,441,0.003521425,0
4427,20,24.3233333333,0,441.5,0.0035116744,0
4428,20.1,24.39,0,440,0.0035433504,0
4429,20.0666666667,24.4633333333,0,439.3333333333,0.0035466971,0
4430,20.1,24.5,0,446,0.0035594226,0
4431,20,24.445,0,445,0.0035293397,0
4432,20,24.5,0,444,0.0035373256,0
4433,20.1,24.6,0,445,0.0035740343,0
4434,20,24.5,0,443.5,0.0035373256,0
4435,20,24.5,0,444,0.0035373256,0
4436,20.1,24.7,0,443,0.0035886467,0
4437,20,24.6,0,443,0.0035518462,0
4438,20,24.7,0,443,0.0035663673,0
4439,20,24.7,0,442,0.0035663673,0
4440,20,24.7,0,447,0.0035663673,0
4441,20,24.745,0,441.5,0.0035729021,0
4442,20,24.79,0,441.6666666667,0.003579437,0
4443,20,24.89,0,434,0.0035939595,0
4444,20,24.89,0,439,0.0035939595,0
4445,20,24.89,0,440,0.0035939595,0
4446,20,24.945,0,439,0.0036019471,0
4447,20,25,0,437,0.0036099349,0
4448,20,25,0,442,0.0036099349,0
4449,20,25.0666666667,0,446.3333333333,0.0036196175,0
4450,20,25.025,0,442,0.0036135658,0
4451,20,25.1,0,440.5,0.0036244588,0
4452,20,25.05,0,441,0.0036171968,0
4453,20,25,0,443,0.0036099349,0
4454,20,25,0,441.6666666667,0.0036099349,0
4455,20,25,0,438.5,0.0036099349,0
4456,20,25,0,443,0.0036099349,0
4457,20.025,25.025,0,440.5,0.0036191982,0
4458,20.025,25.05,0,441.25,0.0036228349,0
4459,20.05,25.1,0,443.5,0.0036357655,0
4460,20,25,0,445.5,0.0036099349,0
4461,20,25.1,0,447,0.0036244588,0
4462,20,25.1,0,445,0.0036244588,0
4463,20,25.0666666667,0,443,0.0036196175,0
4464,20.1,25.2,0,444,0.003661719,0
4465,20,25.1333333333,0,445.3333333333,0.0036293003,0
4466,20.05,25.15,0,443,0.0036430505,0
4467,20,25.2,0,440.5,0.0036389834,0
4468,20,25.2,0,440.5,0.0036389834,0
4469,20,25.2,0,439,0.0036389834,0
4470,20.0333333333,25.23,0,447,0.0036509147,0
4471,20,25.2,0,447,0.0036389834,0
4472,20,25.29,0,442,0.0036520561,0
4473,20,25.2675,0,439,0.0036487878,0
4474,20,25.29,0,440,0.0036520561,0
4475,20,25.34,0,440,0.0036593189,0
4476,20.0333333333,25.3566666667,0,442,0.0036693521,0
4477,20,25.34,0,440,0.0036593189,0
4478,20,25.39,0,439.5,0.0036665819,0
4479,20,25.445,0,439.5,0.0036745714,0
4480,20,25.5,0,440,0.0036825611,0
4481,20,25.55,0,441,0.0036898246,0
4482,20,25.6,0,443,0.0036970883,0
4483,20,25.65,0,442,0.0037043522,0
4484,20,25.7,0,445,0.0037116163,0
4485,20,25.65,0,441,0.0037043522,0
4486,20,25.7,0,439.5,0.0037116163,0
4487,19.945,25.745,0,440,0.0037054301,0
4488,20,25.84,0,434,0.0037319565,0
4489,20,25.89,0,440,0.0037392212,0
4490,20,25.89,0,443,0.0037392212,0
4491,19.945,25.89,0,442.5,0.0037264247,0
4492,19.89,25.89,0,441,0.0037136668,0
4493,19.945,25.89,0,443,0.0037264247,0
4494,19.9266666667,25.9633333333,0,444.3333333333,0.0037327741,0
4495,19.9266666667,26,0,446.3333333333,0.0037380774,0
4496,19.89,26.1,0,436,0.0037439706,0
4497,19.89,26.1,0,438.5,0.0037439706,0
4498,20,26.1,0,436,0.0037697347,0
4499,19.89,26.1,0,443,0.0037439706,0
4500,19.89,26.1,0,445.5,0.0037439706,0
4501,19.89,26.1,0,445.5,0.0037439706,0
4502,19.89,26.2,0,441.3333333333,0.003758402,0
4503,19.89,26.2,0,440,0.003758402,0
4504,19.89,26.245,0,438.5,0.0037648963,0
4505,19.89,26.245,0,443.5,0.0037648963,0
4506,19.89,26.2,0,441,0.003758402,0
4507,19.89,26.29,0,439,0.0037713908,0
4508,19.89,26.29,0,440.5,0.0037713908,0
4509,19.89,26.29,0,444,0.0037713908,0
4510,19.89,26.29,0,439,0.0037713908,0
4511,19.89,26.29,0,438,0.0037713908,0
4512,19.89,26.29,0,438,0.0037713908,0
4513,19.89,26.39,0,440,0.0037858235,0
4514,19.89,26.39,0,443,0.0037858235,0
4515,19.79,26.39,0,435,0.0037622745,0
4516,19.89,26.6,0,439,0.0038161342,0
4517,19.89,26.6,0,438,0.0038161342,0
4518,19.8233333333,26.6,0,440.3333333333,0.003800294,0
4519,19.79,26.5,0,438,0.0037780519,0
4520,19.8233333333,26.6,0,440.6666666667,0.003800294,0
4521,19.89,26.6,0,435.3333333333,0.0038161342,0
4522,19.84,26.6,0,437,0.0038042486,0
4523,19.89,26.6,0,438,0.0038161342,0
4524,19.89,26.6,0,441,0.0038161342,0
4525,19.89,26.55,0,442,0.0038089171,0
4526,19.89,26.6,0,441.5,0.0038161342,0
4527,19.89,26.6,0,440.5,0.0038161342,0
4528,19.89,26.6,0,443.6666666667,0.0038161342,0
4529,19.89,26.7,0,441,0.0038305689,0
4530,19.89,26.79,0,440,0.0038435608,0
4531,19.89,26.84,0,429.5,0.0038507787,0
4532,19.89,26.7,0,433,0.0038305689,0
4533,19.89,26.675,0,443,0.0038269602,0
4534,19.89,26.7,0,438.75,0.0038305689,0
4535,19.89,26.7,0,441,0.0038305689,0
4536,19.89,26.79,0,443,0.0038435608,0
4537,19.89,26.7,0,438.6666666667,0.0038305689,0
4538,19.89,26.79,0,437,0.0038435608,0
4539,19.89,26.79,0,438,0.0038435608,0
4540,19.89,26.79,0,437.5,0.0038435608,0
4541,19.89,26.84,0,445,0.0038507787,0
4542,19.89,26.89,0,443,0.0038579967,0
4543,19.89,26.8933333333,0,440.6666666667,0.0038584779,0
4544,19.89,26.945,0,441.5,0.0038659368,0
4545,19.89,27,0,442.5,0.0038738771,0
4546,19.89,27,0,440.5,0.0038738771,0
4547,19.89,27.1,0,438,0.0038883145,0
4548,19.89,27.1,0,438,0.0038883145,0
4549,19.89,27.1,0,438.5,0.0038883145,0
4550,19.79,27.1,0,441,0.0038641241,0
4551,19.89,27.2,0,444,0.0039027525,0
4552,19.89,27.245,0,441.5,0.0039092499,0
4553,19.89,27.29,0,438,0.0039157473,0
4554,19.89,27.29,0,441,0.0039157473,0
4555,19.79,27.2,0,440.5,0.0038784718,0
4556,19.79,27.23,0,443,0.0038827762,0
4557,19.79,27.29,0,442,0.0038913852,0
4558,19.79,27.29,0,446,0.0038913852,0
4559,19.79,27.29,0,444,0.0038913852,0
4560,19.79,27.29,0,438,0.0038913852,0
4561,19.79,27.29,0,438,0.0038913852,0
4562,19.79,27.29,0,437,0.0038913852,0
4563,19.79,27.3566666667,0,437,0.0039009511,0
4564,19.79,27.39,0,443.5,0.0039057341,0
4565,19.79,27.5,0,444,0.0039215187,0
4566,19.79,27.39,0,442,0.0039057341,0
4567,19.79,27.5,0,440,0.0039215187,0
4568,19.79,27.5,0,441,0.0039215187,0
4569,19.79,27.5,0,443.6666666667,0.0039215187,0
4570,19.79,27.5,0,438.3333333333,0.0039215187,0
4571,19.79,27.5,0,444,0.0039215187,0
4572,19.79,27.5,0,444.5,0.0039215187,0
4573,19.79,27.6,0,440,0.003935869,0
4574,19.79,27.65,0,441,0.0039430444,0
4575,19.79,27.7,0,436.5,0.00395022,0
4576,19.745,27.7,0,435,0.0039391346,0
4577,19.79,27.7,0,442,0.00395022,0
4578,19.79,27.7,0,443,0.00395022,0
4579,19.79,27.79,0,441,0.0039631364,0
4580,19.7,27.79,0,439,0.0039409203,0
4581,19.7,27.84,0,437,0.0039480558,0
4582,19.7,27.89,0,440,0.0039551915,0
4583,19.73,27.9633333333,0,439,0.0039730973,0
4584,19.79,28,0,438,0.0039932768,0
4585,19.7,27.945,0,438,0.003963041,0
4586,19.745,27.945,0,443,0.0039741979,0
4587,19.79,27.79,0,439,0.0039631364,0
4588,19.745,27.79,0,441,0.0039520146,0
4589,19.79,27.79,0,437.5,0.0039631364,0
4590,19.79,27.79,0,439.5,0.0039631364,0
4591,19.79,27.79,0,435.5,0.0039631364,0
4592,19.79,27.79,0,438,0.0039631364,0
4593,19.79,27.79,0,437,0.0039631364,0
4594,19.79,27.79,0,434.6666666667,0.0039631364,0
4595,19.79,27.79,0,439,0.0039631364,0
4596,19.79,27.79,0,438,0.0039631364,0
4597,19.79,27.84,0,441.5,0.0039703124,0
4598,19.79,27.79,0,439.5,0.0039631364,0
4599,19.79,27.945,0,436,0.0039853826,0
4600,19.79,28.05,0,433.5,0.0040004535,0
4601,19.79,28.05,0,433,0.0040004535,0
4602,19.79,28.15,0,433.5,0.0040148075,0
4603,19.79,28.0333333333,0,431.6666666667,0.0039980613,0
4604,19.79,28.1,0,431.5,0.0040076304,0
4605,19.79,28.2,0,430.5,0.0040219847,0
4606,19.76,28.23,0,435,0.0040187545,0
